,Station,Layer1,Layer2,Layer3,Layer4
2024-03-25 06:00:00,112,21.1,33.4,39.1,42.0
2024-03-25 06:30:00,112,21.1,33.4,39.1,42.1
2024-03-25 07:00:00,112,21.1,33.4,39.1,42.1
2024-03-25 07:30:00,112,21.0,33.4,39.1,42.1
2024-03-25 08:00:00,112,21.0,33.4,39.1,42.1
2024-03-25 08:30:00,112,21.0,33.3,39.1,42.1
2024-03-25 09:00:00,112,20.9,33.3,39.1,42.1
2024-03-25 09:30:00,112,20.9,33.3,39.1,42.1
2024-03-25 10:00:00,112,20.9,33.3,39.1,42.1
2024-03-25 10:30:00,112,20.9,33.3,39.1,42.1
2024-03-25 11:00:00,112,20.9,33.3,39.1,42.1
2024-03-25 11:30:00,112,20.9,33.3,39.1,42.1
2024-03-25 12:00:00,112,20.8,33.3,39.1,42.1
2024-03-25 12:30:00,112,20.8,33.3,39.1,42.1
2024-03-25 13:00:00,112,20.9,33.3,39.1,42.1
2024-03-25 13:30:00,112,20.9,33.3,39.1,42.1
2024-03-25 14:00:00,112,20.9,33.3,39.1,42.1
2024-03-25 14:30:00,112,21.1,33.3,39.1,42.1
2024-03-25 15:00:00,112,21.1,33.3,39.1,42.1
2024-03-25 15:30:00,112,21.1,33.3,39.1,42.1
2024-03-25 16:00:00,112,21.2,33.3,39.1,42.1
2024-03-25 16:30:00,112,21.3,33.4,39.1,42.1
2024-03-25 17:00:00,112,21.5,33.4,39.1,42.1
2024-03-25 17:30:00,112,21.6,33.4,39.1,42.1
2024-03-25 18:00:00,112,21.7,33.5,39.1,42.1
2024-03-25 18:30:00,112,21.8,33.5,39.1,42.2
2024-03-25 19:00:00,112,21.9,33.6,39.1,42.2
2024-03-25 19:30:00,112,21.9,33.6,39.1,42.2
2024-03-25 20:00:00,112,21.9,33.7,39.1,42.2
2024-03-25 20:30:00,112,21.9,33.7,39.2,42.2
2024-03-25 21:00:00,112,21.9,33.8,39.2,42.2
2024-03-25 21:30:00,112,21.9,33.8,39.2,42.2
2024-03-25 22:00:00,112,21.9,33.8,39.2,42.2
2024-03-25 22:30:00,112,21.9,33.9,39.2,42.2
2024-03-25 23:00:00,112,21.8,33.9,39.2,42.2
2024-03-25 23:30:00,112,21.8,33.9,39.2,42.2
2024-03-26 00:00:00,112,,,,
2024-03-26 00:30:00,112,21.7,34.0,39.3,42.3
2024-03-26 01:00:00,112,21.6,34.0,39.3,42.3
2024-03-26 01:30:00,112,21.6,34.0,39.3,42.3
2024-03-26 02:00:00,112,21.5,34.0,39.3,42.3
2024-03-26 02:30:00,112,21.5,34.0,39.3,42.3
2024-03-26 03:00:00,112,22.3,34.4,39.4,42.4
2024-03-26 03:30:00,112,23.5,35.1,39.4,42.4
2024-03-26 04:00:00,112,28.3,37.1,39.7,42.5
2024-03-26 04:30:00,112,29.9,38.2,43.4,43.4
2024-03-26 05:00:00,112,37.5,41.6,44.6,43.7
2024-03-26 05:30:00,112,41.6,42.5,45.1,44.0
2024-03-26 06:00:00,112,41.0,42.5,45.2,44.0
2024-03-26 06:30:00,112,38.5,42.5,45.1,43.9
2024-03-26 07:00:00,112,37.8,42.4,45.2,43.9
2024-03-26 07:30:00,112,36.5,42.4,45.1,43.9
2024-03-26 08:00:00,112,36.0,42.3,45.1,43.8
2024-03-26 08:30:00,112,35.0,42.3,45.1,43.8
2024-03-26 09:00:00,112,34.3,42.3,45.1,43.8
2024-03-26 09:30:00,112,33.6,42.2,45.1,43.8
2024-03-26 10:00:00,112,33.6,43.0,45.1,43.8
2024-03-26 10:30:00,112,34.1,45.3,46.1,43.8
2024-03-26 11:00:00,112,34.6,45.1,46.2,43.8
2024-03-26 11:30:00,112,34.9,45.0,46.1,43.8
2024-03-26 12:00:00,112,34.8,44.8,46.1,43.8
2024-03-26 12:30:00,112,34.7,44.6,46.1,43.7
2024-03-26 13:00:00,112,34.5,44.3,46.1,43.7
2024-03-26 13:30:00,112,34.5,44.2,46.1,43.7
2024-03-26 14:00:00,112,34.4,44.0,46.1,43.7
2024-03-26 14:30:00,112,34.3,43.7,46.1,43.7
2024-03-26 15:00:00,112,34.3,43.6,46.1,43.7
2024-03-26 15:30:00,112,34.2,43.4,46.1,43.7
2024-03-26 16:00:00,112,,,,
2024-03-26 16:30:00,112,33.6,43.1,46.1,43.7
2024-03-26 17:00:00,112,33.4,42.8,46.1,43.7
2024-03-26 17:30:00,112,33.2,42.6,46.1,43.7
2024-03-26 18:00:00,112,33.1,42.8,46.0,43.7
2024-03-26 18:30:00,112,32.8,42.6,46.0,43.7
2024-03-26 19:00:00,112,32.6,42.3,46.0,43.7
2024-03-26 19:30:00,112,32.4,42.0,46.0,43.7
2024-03-26 20:00:00,112,32.1,41.8,46.0,43.7
2024-03-26 20:30:00,112,31.8,41.6,45.9,43.7
2024-03-26 21:00:00,112,31.6,41.6,45.9,43.7
2024-03-26 21:30:00,112,31.4,41.4,45.9,43.7
2024-03-26 22:00:00,112,31.2,41.2,45.9,43.7
2024-03-26 22:30:00,112,31.0,41.1,45.8,43.7
2024-03-26 23:00:00,112,30.8,41.0,45.8,43.7
2024-03-26 23:30:00,112,,,,
2024-03-27 00:00:00,112,30.5,40.8,45.5,43.7
2024-03-27 00:30:00,112,30.3,40.8,45.4,43.7
2024-03-27 01:00:00,112,30.2,40.7,45.3,43.7
2024-03-27 01:30:00,112,30.0,40.6,45.1,43.7
2024-03-27 02:00:00,112,29.9,40.5,44.9,43.7
2024-03-27 02:30:00,112,29.8,40.4,44.8,43.7
2024-03-27 03:00:00,112,29.7,40.3,44.6,43.7
2024-03-27 03:30:00,112,29.6,40.3,44.4,43.7
2024-03-27 04:00:00,112,29.5,40.2,43.9,43.9
2024-03-27 04:30:00,112,29.4,40.1,43.6,43.9
2024-03-27 05:00:00,112,29.3,40.0,43.3,43.9
2024-03-27 05:30:00,112,29.2,39.9,43.1,43.9
2024-03-27 06:00:00,112,29.1,39.8,42.8,43.9
2024-03-27 06:30:00,112,29.1,39.7,42.7,43.9
2024-03-27 07:00:00,112,29.1,39.6,42.6,43.9
2024-03-27 07:30:00,112,29.0,39.5,42.5,43.8
2024-03-27 08:00:00,112,28.9,39.5,42.4,43.8
2024-03-27 08:30:00,112,,,,
2024-03-27 09:00:00,112,28.8,39.4,42.2,43.8
2024-03-27 09:30:00,112,28.7,39.3,42.1,43.8
2024-03-27 10:00:00,112,28.7,39.2,42.0,43.8
2024-03-27 10:30:00,112,28.6,39.1,41.9,43.7
2024-03-27 11:00:00,112,28.6,39.1,41.8,43.7
2024-03-27 11:30:00,112,28.5,39.0,41.7,43.7
2024-03-27 12:00:00,112,28.4,39.0,41.7,43.7
2024-03-27 12:30:00,112,28.4,39.0,41.6,43.7
2024-03-27 13:00:00,112,28.3,38.9,41.6,43.7
2024-03-27 13:30:00,112,28.3,38.9,41.6,43.7
2024-03-27 14:00:00,112,28.4,38.8,41.6,43.7
2024-03-27 14:30:00,112,28.5,38.7,41.6,43.7
2024-03-27 15:00:00,112,28.6,38.6,41.6,43.7
2024-03-27 15:30:00,112,28.6,38.6,41.6,43.7
2024-03-27 16:00:00,112,28.5,38.5,41.5,43.6
2024-03-27 16:30:00,112,28.7,38.5,41.6,43.6
2024-03-27 17:00:00,112,28.7,38.4,41.5,43.6
2024-03-27 17:30:00,112,28.7,38.4,41.4,43.6
2024-03-27 18:00:00,112,28.8,38.4,41.4,43.5
2024-03-27 18:30:00,112,28.9,38.4,41.4,43.5
2024-03-27 19:00:00,112,28.9,38.4,41.4,43.5
2024-03-27 19:30:00,112,28.8,38.5,41.3,43.5
2024-03-27 20:00:00,112,28.8,38.5,41.3,43.4
2024-03-27 20:30:00,112,28.8,38.5,41.3,43.4
2024-03-27 21:00:00,112,28.8,38.6,41.3,43.4
2024-03-27 21:30:00,112,28.7,38.6,41.3,43.4
2024-03-27 22:00:00,112,28.7,38.6,41.3,43.3
2024-03-27 22:30:00,112,28.5,38.6,41.3,43.3
2024-03-27 23:00:00,112,28.3,38.6,41.2,43.3
2024-03-27 23:30:00,112,28.2,38.6,41.2,43.3
2024-03-28 00:00:00,112,28.1,38.6,41.2,43.3
2024-03-28 00:30:00,112,28.0,38.6,41.2,43.2
2024-03-28 01:00:00,112,27.9,38.5,41.2,43.2
2024-03-28 01:30:00,112,27.8,38.5,41.2,43.2
2024-03-28 02:00:00,112,27.8,38.5,41.2,43.2
2024-03-28 02:30:00,112,27.7,38.5,41.2,43.2
2024-03-28 03:00:00,112,27.6,38.4,41.2,43.2
2024-03-28 03:30:00,112,,,,
2024-03-28 04:00:00,112,27.6,38.4,41.2,43.1
2024-03-28 04:30:00,112,27.5,38.3,41.2,43.1
2024-03-28 05:00:00,112,,,,
2024-03-28 05:30:00,112,27.5,38.3,41.2,43.1
2024-03-28 06:00:00,112,27.5,38.2,41.2,43.1
2024-03-28 06:30:00,112,27.5,38.2,41.1,43.1
2024-03-28 07:00:00,112,27.5,38.2,41.1,43.0
2024-03-28 07:30:00,112,27.5,38.1,41.1,43.0
2024-03-28 08:00:00,112,27.4,38.1,41.1,43.0
2024-03-28 08:30:00,112,27.4,38.1,41.1,43.0
2024-03-28 09:00:00,112,27.3,38.0,41.1,43.0
2024-03-28 09:30:00,112,27.3,38.0,41.1,42.9
2024-03-28 10:00:00,112,27.2,38.0,41.0,42.9
2024-03-28 10:30:00,112,27.2,38.0,41.0,42.9
2024-03-28 11:00:00,112,27.1,37.9,41.0,42.9
2024-03-28 11:30:00,112,27.1,37.9,41.0,42.9
2024-03-28 12:00:00,112,27.1,37.9,41.0,42.8
2024-03-28 12:30:00,112,27.3,37.4,40.9,42.8
2024-03-28 13:00:00,112,,,,
2024-03-28 13:30:00,112,27.7,37.4,40.8,42.8
2024-03-28 14:00:00,112,27.7,37.4,40.8,42.8
2024-03-28 14:30:00,112,27.7,37.4,40.8,42.7
2024-03-28 15:00:00,112,27.8,37.4,40.7,42.7
2024-03-28 15:30:00,112,27.9,37.4,40.7,42.8
2024-03-28 16:00:00,112,27.9,37.4,40.7,42.8
2024-03-28 16:30:00,112,27.9,37.4,40.7,42.8
2024-03-28 17:00:00,112,27.8,37.4,40.7,42.7
2024-03-28 17:30:00,112,27.8,37.5,40.7,42.7
2024-03-28 18:00:00,112,27.8,37.5,40.6,42.7
2024-03-28 18:30:00,112,27.9,37.5,40.6,42.7
2024-03-28 19:00:00,112,27.9,37.5,40.6,42.7
2024-03-28 19:30:00,112,27.9,37.5,40.6,42.6
2024-03-28 20:00:00,112,27.9,37.6,40.6,42.6
2024-03-28 20:30:00,112,27.8,37.6,40.6,42.6
2024-03-28 21:00:00,112,27.8,37.7,40.6,42.6
2024-03-28 21:30:00,112,27.7,37.7,40.6,42.6
2024-03-28 22:00:00,112,27.7,37.8,40.6,42.6
2024-03-28 22:30:00,112,27.6,37.8,40.6,42.6
2024-03-28 23:00:00,112,27.5,37.8,40.6,42.6
2024-03-28 23:30:00,112,27.4,37.8,40.6,42.5
2024-03-29 00:00:00,112,27.4,37.9,40.6,42.5
2024-03-29 00:30:00,112,27.3,37.8,40.6,42.5
2024-03-29 01:00:00,112,27.2,37.8,40.6,42.5
2024-03-29 01:30:00,112,27.2,37.8,40.6,42.5
2024-03-29 02:00:00,112,27.1,37.8,40.6,42.5
2024-03-29 02:30:00,112,27.1,37.8,40.7,42.5
2024-03-29 03:00:00,112,,,,
2024-03-29 03:30:00,112,27.0,37.8,40.7,42.5
2024-03-29 04:00:00,112,,,,
2024-03-29 04:30:00,112,26.9,37.7,40.7,42.5
2024-03-29 05:00:00,112,26.9,37.7,40.7,42.5
2024-03-29 05:30:00,112,27.3,37.8,40.8,42.6
2024-03-29 06:00:00,112,27.3,37.8,40.8,42.6
2024-03-29 06:30:00,112,27.3,37.8,40.8,42.6
2024-03-29 07:00:00,112,27.3,37.8,40.8,42.6
2024-03-29 07:30:00,112,27.3,37.8,40.8,42.6
2024-03-29 08:00:00,112,27.3,37.8,40.8,42.6
2024-03-29 08:30:00,112,27.3,37.8,40.8,42.6
2024-03-29 09:00:00,112,27.4,37.8,40.9,42.6
2024-03-29 09:30:00,112,27.4,37.8,40.9,42.7
2024-03-29 10:00:00,112,27.4,37.7,40.9,42.7
2024-03-29 10:30:00,112,27.4,37.7,40.9,42.7
2024-03-29 11:00:00,112,27.4,37.7,40.9,42.7
2024-03-29 11:30:00,112,27.4,37.7,40.9,42.7
2024-03-29 12:00:00,112,27.4,37.7,41.0,42.7
2024-03-29 12:30:00,112,27.4,37.7,41.0,42.7
2024-03-29 13:00:00,112,27.3,37.6,40.9,42.6
2024-03-29 13:30:00,112,27.2,37.5,40.8,42.6
2024-03-29 14:00:00,112,27.1,37.5,40.8,42.6
2024-03-29 14:30:00,112,27.0,37.4,40.8,42.6
2024-03-29 15:00:00,112,27.1,37.4,40.7,42.6
2024-03-29 15:30:00,112,27.1,37.4,40.7,42.6
2024-03-29 16:00:00,112,27.2,37.4,40.7,42.6
2024-03-29 16:30:00,112,27.3,37.5,40.7,42.6
2024-03-29 17:00:00,112,27.4,37.5,40.7,42.6
2024-03-29 17:30:00,112,27.4,37.5,40.7,42.6
2024-03-29 18:00:00,112,27.5,37.5,40.7,42.6
2024-03-29 18:30:00,112,27.6,37.6,40.7,42.6
2024-03-29 19:00:00,112,27.7,37.6,40.7,42.6
2024-03-29 19:30:00,112,27.7,37.7,40.7,42.6
2024-03-29 20:00:00,112,,,,
2024-03-29 20:30:00,112,,,,
2024-03-29 21:00:00,112,27.7,37.8,40.7,42.6
2024-03-29 21:30:00,112,27.7,37.8,40.7,42.6
2024-03-29 22:00:00,112,27.7,37.8,40.7,42.6
2024-03-29 22:30:00,112,27.6,37.8,40.7,42.6
2024-03-29 23:00:00,112,27.5,37.8,40.7,42.6
2024-03-29 23:30:00,112,27.4,37.8,40.7,42.6
2024-03-30 00:00:00,112,27.3,37.8,40.7,42.6
2024-03-30 00:30:00,112,27.2,37.8,40.7,42.6
2024-03-30 01:00:00,112,27.1,37.8,40.8,42.6
2024-03-30 01:30:00,112,27.0,37.8,40.8,42.6
2024-03-30 02:00:00,112,,,,
2024-03-30 02:30:00,112,26.9,37.8,40.8,42.7
2024-03-30 03:00:00,112,26.8,37.7,40.9,42.7
2024-03-30 03:30:00,112,26.7,37.7,40.9,42.7
2024-03-30 04:00:00,112,26.7,37.7,40.9,42.7
2024-03-30 04:30:00,112,,,,
2024-03-30 05:00:00,112,26.6,37.6,40.9,42.8
2024-03-30 05:30:00,112,26.5,37.6,41.0,42.8
2024-03-30 06:00:00,112,26.4,37.6,41.0,42.8
2024-03-30 06:30:00,112,26.4,37.6,41.0,42.8
2024-03-30 07:00:00,112,26.5,37.6,41.0,42.9
2024-03-30 07:30:00,112,26.8,37.7,41.1,42.9
2024-03-30 08:00:00,112,26.9,37.7,41.0,42.9
2024-03-30 08:30:00,112,27.5,37.6,41.1,43.0
2024-03-30 09:00:00,112,28.5,37.6,41.1,43.0
2024-03-30 09:30:00,112,28.4,37.6,41.1,43.0
2024-03-30 10:00:00,112,28.5,37.6,41.1,43.0
2024-03-30 10:30:00,112,36.3,43.6,45.5,44.1
2024-03-30 11:00:00,112,36.4,43.7,45.6,44.2
2024-03-30 11:30:00,112,35.4,43.6,45.6,44.2
2024-03-30 12:00:00,112,,,,
2024-03-30 12:30:00,112,33.6,43.6,45.6,44.1
2024-03-30 13:00:00,112,33.2,43.6,45.6,44.1
2024-03-30 13:30:00,112,32.8,43.0,45.6,44.1
2024-03-30 14:00:00,112,32.4,42.6,45.5,44.1
2024-03-30 14:30:00,112,31.6,42.4,45.5,44.1
2024-03-30 15:00:00,112,31.3,42.2,45.6,44.1
2024-03-30 15:30:00,112,,,,
2024-03-30 16:00:00,112,30.9,41.9,45.6,44.1
2024-03-30 16:30:00,112,30.7,41.6,45.6,44.1
2024-03-30 17:00:00,112,30.6,41.4,45.5,44.1
2024-03-30 17:30:00,112,30.5,41.2,45.5,44.1
2024-03-30 18:00:00,112,30.4,40.9,45.5,44.0
2024-03-30 18:30:00,112,30.2,40.6,45.5,44.1
2024-03-30 19:00:00,112,30.0,40.4,45.5,44.0
2024-03-30 19:30:00,112,29.9,40.2,45.5,44.0
2024-03-30 20:00:00,112,29.8,40.1,45.5,44.0
2024-03-30 20:30:00,112,29.6,39.9,45.5,44.0
2024-03-30 21:00:00,112,,,,
2024-03-30 21:30:00,112,29.3,39.7,45.4,44.0
2024-03-30 22:00:00,112,29.1,39.6,45.3,44.1
2024-03-30 22:30:00,112,29.0,39.6,45.2,44.1
2024-03-30 23:00:00,112,28.9,39.5,45.1,44.1
2024-03-30 23:30:00,112,28.7,39.5,44.9,44.1
2024-03-31 00:00:00,112,28.5,39.4,44.8,44.1
2024-03-31 00:30:00,112,28.3,39.3,44.7,44.1
2024-03-31 01:00:00,112,28.2,39.2,44.5,44.1
2024-03-31 01:30:00,112,,,,
2024-03-31 02:00:00,112,27.9,39.0,44.3,44.1
2024-03-31 02:30:00,112,,,,
2024-03-31 03:00:00,112,27.6,38.8,43.5,44.3
2024-03-31 03:30:00,112,27.5,38.8,43.2,44.3
2024-03-31 04:00:00,112,27.4,38.7,42.9,44.3
2024-03-31 04:30:00,112,27.2,38.6,42.8,44.2
2024-03-31 05:00:00,112,27.1,38.5,42.8,44.3
2024-03-31 05:30:00,112,27.0,38.4,42.7,44.2
2024-03-31 06:00:00,112,26.9,38.3,42.6,44.2
2024-03-31 06:30:00,112,26.8,38.2,42.6,44.2
2024-03-31 07:00:00,112,26.7,38.1,42.5,44.2
2024-03-31 07:30:00,112,26.6,38.0,42.4,44.2
2024-03-31 08:00:00,112,26.5,37.9,42.4,44.2
2024-03-31 08:30:00,112,,,,
2024-03-31 09:00:00,112,26.4,37.8,42.2,44.1
2024-03-31 09:30:00,112,26.3,37.7,42.1,44.1
2024-03-31 10:00:00,112,26.3,37.6,42.0,44.1
2024-03-31 10:30:00,112,26.2,37.5,42.0,44.1
2024-03-31 11:00:00,112,26.2,37.5,41.9,44.1
2024-03-31 11:30:00,112,26.1,37.4,41.9,44.0
2024-03-31 12:00:00,112,26.1,37.3,41.8,44.0
2024-03-31 12:30:00,112,26.1,37.2,41.8,44.0
2024-03-31 13:00:00,112,26.1,37.1,41.7,44.0
2024-03-31 13:30:00,112,26.1,37.1,41.7,44.0
2024-03-31 14:00:00,112,26.1,37.0,41.6,44.0
2024-03-31 14:30:00,112,26.2,37.0,41.6,44.0
2024-03-31 15:00:00,112,26.2,37.0,41.6,44.0
2024-03-31 15:30:00,112,26.3,37.0,41.6,44.0
2024-03-31 16:00:00,112,26.4,37.0,41.6,44.0
2024-03-31 16:30:00,112,26.5,37.0,41.6,44.0
2024-03-31 17:00:00,112,26.7,37.0,41.6,44.0
2024-03-31 17:30:00,112,26.8,37.0,41.6,44.0
2024-03-31 18:00:00,112,,,,
2024-03-31 18:30:00,112,27.0,37.1,41.5,43.9
2024-03-31 19:00:00,112,,,,
2024-03-31 19:30:00,112,27.2,37.2,41.5,43.9
2024-03-31 20:00:00,112,27.3,37.3,41.5,43.9
2024-03-31 20:30:00,112,27.3,37.3,41.5,43.8
2024-03-31 21:00:00,112,27.3,37.4,41.5,43.8
2024-03-31 21:30:00,112,,,,
2024-03-31 22:00:00,112,27.3,37.5,41.5,43.8
2024-03-31 22:30:00,112,27.2,37.5,41.5,43.8
2024-03-31 23:00:00,112,27.1,37.5,41.6,43.8
2024-03-31 23:30:00,112,27.0,37.5,41.6,43.8
2024-04-01 00:00:00,112,26.9,37.5,41.6,43.8
2024-04-01 00:30:00,112,26.8,37.5,41.6,43.8
2024-04-01 01:00:00,112,26.6,37.5,41.6,43.8
2024-04-01 01:30:00,112,,,,
2024-04-01 02:00:00,112,26.9,37.5,41.6,43.8
2024-04-01 02:30:00,112,33.4,38.1,41.6,43.9
2024-04-01 03:00:00,112,43.0,42.9,45.5,45.0
2024-04-01 03:30:00,112,40.5,43.1,45.7,45.0
2024-04-01 04:00:00,112,39.2,43.1,45.8,45.1
2024-04-01 04:30:00,112,37.9,43.1,45.8,45.1
2024-04-01 05:00:00,112,37.3,43.1,45.8,45.1
2024-04-01 05:30:00,112,36.5,43.1,45.8,45.0
2024-04-01 06:00:00,112,36.8,43.1,45.9,45.1
2024-04-01 06:30:00,112,36.7,43.1,45.9,45.1
2024-04-01 07:00:00,112,36.5,43.1,45.9,45.1
2024-04-01 07:30:00,112,36.6,43.3,46.0,45.1
2024-04-01 08:00:00,112,37.6,43.4,46.0,45.1
2024-04-01 08:30:00,112,37.6,43.5,46.0,45.2
2024-04-01 09:00:00,112,37.2,43.5,46.0,45.2
2024-04-01 09:30:00,112,38.4,43.6,46.1,45.2
2024-04-01 10:00:00,112,43.1,43.7,46.2,45.3
2024-04-01 10:30:00,112,42.6,43.6,46.2,45.3
2024-04-01 11:00:00,112,41.2,43.6,46.2,45.3
2024-04-01 11:30:00,112,39.3,43.6,46.2,45.3
2024-04-01 12:00:00,112,,,,
2024-04-01 12:30:00,112,37.8,43.5,46.2,45.3
2024-04-01 13:00:00,112,37.3,43.6,46.1,45.3
2024-04-01 13:30:00,112,,,,
2024-04-01 14:00:00,112,36.3,43.5,46.1,45.3
2024-04-01 14:30:00,112,35.7,43.5,46.1,45.2
2024-04-01 15:00:00,112,,,,
2024-04-01 15:30:00,112,34.8,43.5,46.1,45.3
2024-04-01 16:00:00,112,34.4,43.3,46.1,45.2
2024-04-01 16:30:00,112,34.1,43.1,46.1,45.2
2024-04-01 17:00:00,112,33.9,42.9,46.1,45.2
2024-04-01 17:30:00,112,33.7,42.7,46.0,45.2
2024-04-01 18:00:00,112,33.6,42.4,46.0,45.2
2024-04-01 18:30:00,112,,,,
2024-04-01 19:00:00,112,33.3,42.1,46.0,45.1
2024-04-01 19:30:00,112,,,,
2024-04-01 20:00:00,112,,,,
2024-04-01 20:30:00,112,,,,
2024-04-01 21:00:00,112,,,,
2024-04-01 21:30:00,112,,,,
2024-04-01 22:00:00,112,,,,
2024-04-01 22:30:00,112,,,,
2024-04-01 23:00:00,112,,,,
2024-04-01 23:30:00,112,,,,
2024-04-02 00:00:00,112,,,,
2024-04-02 00:30:00,112,,,,
2024-04-02 01:00:00,112,,,,
2024-04-02 01:30:00,112,,,,
2024-04-02 02:00:00,112,37.0,43.8,46.2,45.3
2024-04-02 02:30:00,112,42.6,44.0,46.3,45.4
2024-04-02 03:00:00,112,43.8,44.0,46.3,45.4
2024-04-02 03:30:00,112,43.8,44.1,46.3,45.5
2024-04-02 04:00:00,112,43.9,44.1,46.3,45.5
2024-04-02 04:30:00,112,43.5,44.1,46.3,45.4
2024-04-02 05:00:00,112,41.6,44.1,46.3,45.4
2024-04-02 05:30:00,112,43.2,44.2,46.3,45.5
2024-04-02 06:00:00,112,43.2,44.3,46.3,45.5
2024-04-02 06:30:00,112,43.2,44.3,46.3,45.5
2024-04-02 07:00:00,112,43.3,44.3,46.3,45.5
2024-04-02 07:30:00,112,43.3,44.4,46.3,45.5
2024-04-02 08:00:00,112,43.3,44.4,46.3,45.5
2024-04-02 08:30:00,112,41.9,44.4,46.4,45.5
2024-04-02 09:00:00,112,41.7,44.5,46.4,45.5
2024-04-02 09:30:00,112,41.8,44.5,46.4,45.6
2024-04-02 10:00:00,112,41.9,44.6,46.4,45.6
2024-04-02 10:30:00,112,42.0,44.7,46.4,45.6
2024-04-02 11:00:00,112,41.9,44.7,46.4,45.6
2024-04-02 11:30:00,112,41.9,44.7,46.4,45.6
2024-04-02 12:00:00,112,42.0,44.8,46.4,45.6
2024-04-02 12:30:00,112,42.0,44.7,46.4,45.6
2024-04-02 13:00:00,112,42.0,44.8,46.4,45.6
2024-04-02 13:30:00,112,,,,
2024-04-02 14:00:00,112,42.0,44.8,46.4,45.5
2024-04-02 14:30:00,112,41.9,44.7,46.4,45.5
2024-04-02 15:00:00,112,42.0,44.8,46.4,45.5
2024-04-02 15:30:00,112,41.9,44.8,46.4,45.5
2024-04-02 16:00:00,112,,,,
2024-04-02 16:30:00,112,41.8,44.8,46.3,45.4
2024-04-02 17:00:00,112,41.8,44.8,46.3,45.4
2024-04-02 17:30:00,112,41.8,44.8,46.3,45.4
2024-04-02 18:00:00,112,41.9,44.8,46.3,45.4
2024-04-02 18:30:00,112,41.9,44.8,46.3,45.4
2024-04-02 19:00:00,112,41.9,44.9,46.3,45.4
2024-04-02 19:30:00,112,,,,
2024-04-02 20:00:00,112,42.0,44.9,46.3,45.3
2024-04-02 20:30:00,112,42.0,44.9,46.3,45.2
2024-04-02 21:00:00,112,42.1,44.9,46.3,45.2
2024-04-02 21:30:00,112,39.9,45.0,46.4,45.3
2024-04-02 22:00:00,112,,,,
2024-04-02 22:30:00,112,38.6,45.0,46.4,45.3
2024-04-02 23:00:00,112,37.9,45.0,46.4,45.3
2024-04-02 23:30:00,112,,,,
2024-04-03 00:00:00,112,36.8,44.9,46.5,45.3
2024-04-03 00:30:00,112,36.4,44.9,46.5,45.3
2024-04-03 01:00:00,112,,,,
2024-04-03 01:30:00,112,36.0,44.8,46.5,45.3
2024-04-03 02:00:00,112,35.7,44.7,46.5,45.3
2024-04-03 02:30:00,112,35.4,44.5,46.5,45.3
2024-04-03 03:00:00,112,35.2,44.4,46.5,45.3
2024-04-03 03:30:00,112,35.0,44.2,46.5,45.2
2024-04-03 04:00:00,112,34.9,44.0,46.5,45.2
2024-04-03 04:30:00,112,34.8,43.9,46.5,45.2
2024-04-03 05:00:00,112,,,,
2024-04-03 05:30:00,112,34.6,43.6,46.4,45.2
2024-04-03 06:00:00,112,34.4,43.4,46.5,45.2
2024-04-03 06:30:00,112,34.3,43.2,46.4,45.2
2024-04-03 07:00:00,112,34.3,43.2,46.4,45.1
2024-04-03 07:30:00,112,,,,
2024-04-03 08:00:00,112,,,,
2024-04-03 08:30:00,112,,,,
2024-04-03 09:00:00,112,,,,
2024-04-03 09:30:00,112,33.7,42.7,46.4,45.1
2024-04-03 10:00:00,112,33.6,42.6,46.3,45.1
2024-04-03 10:30:00,112,,,,
2024-04-03 11:00:00,112,33.5,42.4,46.3,45.1
2024-04-03 11:30:00,112,33.4,42.3,46.3,45.1
2024-04-03 12:00:00,112,33.4,42.3,46.3,45.0
2024-04-03 12:30:00,112,33.4,42.2,46.3,45.0
2024-04-03 13:00:00,112,33.3,42.1,46.2,45.0
2024-04-03 13:30:00,112,33.6,42.0,46.3,45.1
2024-04-03 14:00:00,112,33.7,42.0,46.3,45.1
2024-04-03 14:30:00,112,33.7,42.0,46.3,45.1
2024-04-03 15:00:00,112,33.8,42.0,46.2,45.1
2024-04-03 15:30:00,112,33.8,42.0,46.2,45.1
2024-04-03 16:00:00,112,33.9,42.0,46.2,45.0
2024-04-03 16:30:00,112,33.9,42.1,46.2,45.0
2024-04-03 17:00:00,112,34.2,42.1,46.2,45.0
2024-04-03 17:30:00,112,34.3,42.2,46.2,45.0
2024-04-03 18:00:00,112,34.6,42.4,46.1,45.0
2024-04-03 18:30:00,112,35.0,43.1,46.1,45.1
2024-04-03 19:00:00,112,34.9,43.5,46.2,45.1
2024-04-03 19:30:00,112,35.5,44.1,46.2,45.2
2024-04-03 20:00:00,112,36.3,44.6,46.2,45.2
2024-04-03 20:30:00,112,37.4,44.7,46.2,45.3
2024-04-03 21:00:00,112,37.4,44.7,46.2,45.3
2024-04-03 21:30:00,112,37.3,44.8,46.2,45.3
2024-04-03 22:00:00,112,37.1,44.8,46.2,45.3
2024-04-03 22:30:00,112,36.9,44.8,46.2,45.3
2024-04-03 23:00:00,112,36.5,44.8,46.2,45.3
2024-04-03 23:30:00,112,36.0,44.8,46.2,45.3
2024-04-04 00:00:00,112,,,,
2024-04-04 00:30:00,112,35.5,44.6,46.3,45.3
2024-04-04 01:00:00,112,35.4,44.6,46.2,45.3
