date_time,cloud_layer_1_code_set_1,metar_set_1,cloud_layer_2_code_set_1,visibility_set_1,altimeter_set_1,air_temp_set_1,ceiling_set_1,relative_humidity_set_1,dew_point_temperature_set_1,wind_direction_set_1,wind_speed_set_1,metar_origin_set_1,weather_cond_code_set_1,cloud_layer_3_code_set_1,wind_gust_set_1,precip_accum_one_hour_set_1,pressure_set_1d,sea_level_pressure_set_1d,wet_bulb_temp_set_1d,wind_cardinal_direction_set_1d,weather_condition_set_1d,weather_summary_set_1d,cloud_layer_1_set_1d,cloud_layer_2_set_1d,cloud_layer_3_set_1d,wind_chill_set_1d,dew_point_temperature_set_1d,heat_index_set_1d
position,elevation,cloud_layer_1_code,metar,cloud_layer_2_code,visibility,altimeter,air_temp,ceiling,relative_humidity,dew_point_temperature,wind_direction,wind_speed,metar_origin,weather_cond_code,cloud_layer_3_code,wind_gust,precip_accum_one_hour,pressure,sea_level_pressure,wet_bulb_temp,cloud_layer_1,cloud_layer_2,cloud_layer_3,wind_chill,heat_index
ft,ft,code,text,code,Statute miles,INHG,Fahrenheit,Feet,%,Fahrenheit,Degrees,knots,code,code,code,knots,Inches,Millibars,Millibars,Fahrenheit,ft,ft,ft,Fahrenheit,Fahrenheit
2023-12-31 15:15,123.0,KASW 312015Z AUTO 27007KT 10SM BKN012 OVC019 00/M01 A2989 RMK AO2  T00001018,194.0,10.0,29.89,32.0,1200.0,87.65,28.76,270.0,7.0,1.0,,,,,981.47,1013.69,30.76,W,,overcast,"{'sky_condition': 'broken', 'height_agl': 1200}","{'sky_condition': 'overcast', 'height_agl': 1900}",,24.82,28.71,
2023-12-31 15:35,143.0,KASW 312035Z AUTO 26007KT 10SM BKN014 OVC021 00/M02 A2989 RMK AO2  T00001020,214.0,10.0,29.89,32.0,1400.0,86.37,28.4,260.0,7.0,1.0,,,,,981.47,1013.69,30.63,W,,overcast,"{'sky_condition': 'broken', 'height_agl': 1400}","{'sky_condition': 'overcast', 'height_agl': 2100}",,24.82,28.35,
2023-12-31 15:55,143.0,KASW 312055Z AUTO 26007KT 10SM -SN BKN014 OVC021 00/M02 A2990 RMK AO2 T00001021,214.0,10.0,29.9,32.0,1400.0,85.73,28.22,260.0,7.0,1.0,20.0,,,,981.8,1014.03,30.56,W,light snow,light snow,"{'sky_condition': 'broken', 'height_agl': 1400}","{'sky_condition': 'overcast', 'height_agl': 2100}",,24.82,28.17,
2023-12-31 16:15,162.0,KASW 312115Z AUTO 26006KT 5SM -SN SCT016 BKN023 OVC029 00/M02  A2991 RMK AO2 T00001019,233.0,5.0,29.91,32.0,2300.0,87.01,28.58,260.0,6.0,1.0,20.0,294.0,,,982.12,1014.37,30.7,W,light snow,light snow,"{'sky_condition': 'scattered', 'height_agl': 1600}","{'sky_condition': 'broken', 'height_agl': 2300}","{'sky_condition': 'overcast', 'height_agl': 2900}",25.56,28.53,
2023-12-31 16:35,63.0,KASW 312135Z AUTO 25008KT 2SM -SN BKN006 OVC012 00/M01 A2992 RMK AO2 T10011015,124.0,2.0,29.92,31.82,600.0,90.27,29.3,250.0,8.0,1.0,20.0,,,,982.45,1014.72,30.87,WSW,light snow,light snow,"{'sky_condition': 'broken', 'height_agl': 600}","{'sky_condition': 'overcast', 'height_agl': 1200}",,23.92,29.26,
2023-12-31 16:55,64.0,KASW 312155Z AUTO 26006KT 2SM -SN OVC006 00/M01 A2992 RMK AO2  T10021012,,2.0,29.92,31.64,600.0,92.95,29.84,260.0,6.0,1.0,20.0,,,,982.45,1014.73,30.96,W,light snow,light snow,"{'sky_condition': 'overcast', 'height_agl': 600}",,,25.12,29.8,
2023-12-31 17:15,84.0,KASW 312215Z AUTO 26006KT 3SM -SN OVC008 00/M01 A2993 RMK AO2  T10031012,,3.0,29.93,31.46,800.0,93.63,29.84,260.0,6.0,1.0,20.0,,,,982.78,1015.08,30.85,W,light snow,light snow,"{'sky_condition': 'overcast', 'height_agl': 800}",,,24.91,29.8,
2023-12-31 17:35,84.0,KASW 312235Z AUTO 25005KT 7SM -SN OVC008 00/M01 A2994 RMK AO2  T10031012,,7.0,29.94,31.46,800.0,93.63,29.84,250.0,5.0,1.0,20.0,,,,983.11,1015.42,30.85,WSW,light snow,light snow,"{'sky_condition': 'overcast', 'height_agl': 800}",,,25.79,29.8,
2023-12-31 17:55,83.0,KASW 312255Z AUTO 25005KT 7SM -SN BKN008 OVC011 00/M01 A2994 RMK AO2 T10031013,114.0,7.0,29.94,31.46,800.0,92.95,29.66,250.0,5.0,1.0,20.0,,,,983.11,1015.42,30.79,WSW,light snow,light snow,"{'sky_condition': 'broken', 'height_agl': 800}","{'sky_condition': 'overcast', 'height_agl': 1100}",,25.79,29.62,
2023-12-31 18:15,84.0,KASW 312315Z AUTO 24005KT 5SM -SN OVC008 00/M01 A2995 RMK AO2  T10021013,,5.0,29.95,31.64,800.0,92.27,29.66,240.0,5.0,1.0,20.0,,,,983.44,1015.75,30.88,WSW,light snow,light snow,"{'sky_condition': 'overcast', 'height_agl': 800}",,,26.01,29.62,
2023-12-31 18:35,83.0,KASW 312335Z AUTO 26006KT 4SM -SN BKN008 BKN012 OVC023 00/M01  A2996 RMK AO2 T10021014,123.0,4.0,29.96,31.64,800.0,91.6,29.48,260.0,6.0,1.0,20.0,234.0,,,983.77,1016.09,30.83,W,light snow,light snow,"{'sky_condition': 'broken', 'height_agl': 800}","{'sky_condition': 'broken', 'height_agl': 1200}","{'sky_condition': 'overcast', 'height_agl': 2300}",25.12,29.44,
2023-12-31 18:55,103.0,KASW 312355Z AUTO 24004KT 3SM -SN BKN010 OVC017 00/M01 A2996 RMK AO2 T10031015,174.0,3.0,29.96,31.46,1000.0,91.59,29.3,240.0,4.0,1.0,20.0,,,,983.77,1016.1,30.65,WSW,light snow,light snow,"{'sky_condition': 'broken', 'height_agl': 1000}","{'sky_condition': 'overcast', 'height_agl': 1700}",,,29.26,
2023-12-31 19:15,83.0,KASW 010015Z AUTO 24008KT 7SM -SN BKN008 OVC013 00/M01 A2996 RMK AO2 T10031015,134.0,7.0,29.96,31.46,800.0,91.59,29.3,240.0,8.0,1.0,20.0,,,,983.77,1016.1,30.65,WSW,light snow,light snow,"{'sky_condition': 'broken', 'height_agl': 800}","{'sky_condition': 'overcast', 'height_agl': 1300}",,23.49,29.26,
2023-12-31 19:35,82.0,KASW 010035Z AUTO 25008KT 4SM -SN SCT008 OVC013 00/M01 A2997 RMK AO2 T10031015,134.0,4.0,29.97,31.46,1300.0,91.59,29.3,250.0,8.0,1.0,20.0,,,,984.09,1016.44,30.65,WSW,light snow,light snow,"{'sky_condition': 'scattered', 'height_agl': 800}","{'sky_condition': 'overcast', 'height_agl': 1300}",,23.49,29.26,
2023-12-31 19:55,134.0,KASW 010055Z AUTO 25007KT 4SM -SN OVC013 00/M01 A2998 RMK AO2  T10041016,,4.0,29.98,31.28,1300.0,91.58,29.12,250.0,7.0,1.0,20.0,,,,984.42,1016.79,30.47,WSW,light snow,light snow,"{'sky_condition': 'overcast', 'height_agl': 1300}",,,23.94,29.08,
2023-12-31 20:15,114.0,KASW 010115Z AUTO 25005KT 5SM -SN OVC011 00/M01 A2999 RMK AO2  T10041016,,5.0,29.99,31.28,1100.0,91.58,29.12,250.0,5.0,1.0,20.0,,,,984.75,1017.13,30.47,WSW,light snow,light snow,"{'sky_condition': 'overcast', 'height_agl': 1100}",,,25.57,29.08,
2023-12-31 20:35,114.0,KASW 010135Z AUTO 25003KT 3SM -SN OVC011 00/M01 A2999 RMK AO2  T10051016,,3.0,29.99,31.1,1100.0,92.25,29.12,250.0,3.0,1.0,20.0,,,,984.75,1017.14,30.36,WSW,light snow,light snow,"{'sky_condition': 'overcast', 'height_agl': 1100}",,,,29.08,
2023-12-31 20:55,94.0,KASW 010155Z AUTO 25003KT 4SM -SN OVC009 00/M01 A2999 RMK AO2  T10051015,,4.0,29.99,31.1,900.0,92.94,29.3,250.0,3.0,1.0,20.0,,,,984.75,1017.14,30.43,WSW,light snow,light snow,"{'sky_condition': 'overcast', 'height_agl': 900}",,,,29.26,
2023-12-31 21:15,74.0,KASW 010215Z AUTO 25003KT 7SM -SN OVC007 00/M01 A3000 RMK AO2  T10051015,,7.0,30.0,31.1,700.0,92.94,29.3,250.0,3.0,1.0,20.0,,,,985.08,1017.48,30.43,WSW,light snow,light snow,"{'sky_condition': 'overcast', 'height_agl': 700}",,,,29.26,
2023-12-31 21:35,74.0,KASW 010235Z AUTO 25003KT 10SM OVC007 00/M01 A3000 RMK AO2  T10051015,,10.0,30.0,31.1,700.0,92.94,29.3,250.0,3.0,1.0,,,,,985.08,1017.48,30.43,WSW,,overcast,"{'sky_condition': 'overcast', 'height_agl': 700}",,,,29.26,
2023-12-31 21:55,74.0,KASW 010255Z AUTO 00000KT 10SM -SN OVC007 00/M01 A3001 RMK AO2  T10051015,,10.0,30.01,31.1,700.0,92.94,29.3,0.0,0.0,1.0,20.0,,,,985.41,1017.82,30.43,N,light snow,light snow,"{'sky_condition': 'overcast', 'height_agl': 700}",,,,29.26,
2023-12-31 22:15,74.0,KASW 010315Z AUTO 25003KT 10SM OVC007 00/M01 A3001 RMK AO2  T10031013,,10.0,30.01,31.46,700.0,92.95,29.66,250.0,3.0,1.0,,,,,985.41,1017.79,30.79,WSW,,overcast,"{'sky_condition': 'overcast', 'height_agl': 700}",,,,29.62,
2023-12-31 22:35,74.0,KASW 010335Z AUTO 23003KT 10SM OVC007 00/M01 A3001 RMK AO2  T10031013,,10.0,30.01,31.46,700.0,92.95,29.66,230.0,3.0,1.0,,,,,985.41,1017.79,30.79,SW,,overcast,"{'sky_condition': 'overcast', 'height_agl': 700}",,,,29.62,
2023-12-31 22:55,74.0,KASW 010355Z AUTO 27003KT 10SM OVC007 00/M01 A3001 RMK AO2  T10031012,,10.0,30.01,31.46,700.0,93.63,29.84,270.0,3.0,1.0,,,,,985.41,1017.79,30.85,W,,overcast,"{'sky_condition': 'overcast', 'height_agl': 700}",,,,29.8,
2023-12-31 23:15,74.0,KASW 010415Z AUTO 26003KT 10SM OVC007 00/M01 A3002 RMK AO2  T10031012,,10.0,30.02,31.46,700.0,93.63,29.84,260.0,3.0,1.0,,,,,985.74,1018.13,30.85,W,,overcast,"{'sky_condition': 'overcast', 'height_agl': 700}",,,,29.8,
2023-12-31 23:35,54.0,KASW 010435Z AUTO 00000KT 10SM OVC005 00/M01 A3003 RMK AO2  T10031011,,10.0,30.03,31.46,500.0,94.32,30.02,0.0,0.0,1.0,,,,,986.06,1018.47,30.92,N,,overcast,"{'sky_condition': 'overcast', 'height_agl': 500}",,,,30.0,
2023-12-31 23:55,54.0,KASW 010455Z AUTO 30004KT 10SM OVC005 00/M01 A3004 RMK AO2  T10021010,,10.0,30.04,31.64,500.0,94.33,30.2,300.0,4.0,1.0,,,,,986.39,1018.8,31.1,WNW,,overcast,"{'sky_condition': 'overcast', 'height_agl': 500}",,,,30.18,
2024-01-01 00:15,53.0,KASW 010515Z AUTO 30004KT 10SM BKN005 OVC011 00/M01 A3004 RMK AO2  T10021010,114.0,10.0,30.04,31.64,500.0,94.33,30.2,300.0,4.0,1.0,,,,,986.39,1018.8,31.1,WNW,,overcast,"{'sky_condition': 'broken', 'height_agl': 500}","{'sky_condition': 'overcast', 'height_agl': 1100}",,,30.18,
2024-01-01 00:35,53.0,KASW 010535Z AUTO 29006KT 7SM BKN005 OVC011 00/M01 A3004 RMK AO2  T10011008,114.0,7.0,30.04,31.82,500.0,95.02,30.56,290.0,6.0,1.0,,,,,986.39,1018.79,31.35,WNW,,overcast,"{'sky_condition': 'broken', 'height_agl': 500}","{'sky_condition': 'overcast', 'height_agl': 1100}",,25.34,30.54,
2024-01-01 00:55,52.0,KASW 010555Z AUTO 29003KT 5SM BR SCT005 OVC016 00/M01 A3005 RMK AO2 T10011008,164.0,5.0,30.05,31.82,1600.0,95.02,30.56,290.0,3.0,1.0,31.0,,,,986.72,1019.13,31.35,WNW,mist,mist,"{'sky_condition': 'scattered', 'height_agl': 500}","{'sky_condition': 'overcast', 'height_agl': 1600}",,,30.54,
2024-01-01 01:15,103.0,KASW 010615Z AUTO 30004KT 5SM BR BKN010 OVC016 00/00 A3005 RMK AO2  T00001006,164.0,5.0,30.05,32.0,1000.0,95.72,30.92,300.0,4.0,1.0,31.0,,,,986.72,1019.12,31.6,WNW,mist,mist,"{'sky_condition': 'broken', 'height_agl': 1000}","{'sky_condition': 'overcast', 'height_agl': 1600}",,,30.9,
2024-01-01 01:35,84.0,KASW 010635Z AUTO 29003KT 5SM BR OVC008 00/00 A3006 RMK AO2  T00001005,,5.0,30.06,32.0,800.0,96.43,31.1,290.0,3.0,1.0,31.0,,,,987.05,1019.45,31.68,WNW,mist,mist,"{'sky_condition': 'overcast', 'height_agl': 800}",,,,31.08,
2024-01-01 01:55,44.0,KASW 010655Z AUTO 29004KT 5SM BR OVC004 00/00 A3006 RMK AO2  T00001003,,5.0,30.06,32.0,400.0,97.84,31.46,290.0,4.0,1.0,31.0,,,,987.05,1019.45,31.82,WNW,mist,mist,"{'sky_condition': 'overcast', 'height_agl': 400}",,,,31.44,
2024-01-01 02:15,44.0,KASW 010715Z AUTO 30004KT 4SM BR OVC004 00/00 A3007 RMK AO2  T00011002,,4.0,30.07,32.18,400.0,97.84,31.64,300.0,4.0,1.0,31.0,,,,987.38,1019.78,32.0,WNW,mist,mist,"{'sky_condition': 'overcast', 'height_agl': 400}",,,,31.62,
2024-01-01 02:35,44.0,KASW 010735Z AUTO 30004KT 3SM -SN OVC004 00/00 A3008 RMK AO2  T00011002,,3.0,30.08,32.18,400.0,97.84,31.64,300.0,4.0,1.0,20.0,,,,987.71,1020.12,32.0,WNW,light snow,light snow,"{'sky_condition': 'overcast', 'height_agl': 400}",,,,31.62,
2024-01-01 02:55,44.0,KASW 010755Z AUTO 31004KT 4SM BR OVC004 00/00 A3009 RMK AO2  T00011001,,4.0,30.09,32.18,400.0,98.56,31.82,310.0,4.0,1.0,31.0,,,,988.03,1020.46,32.07,NW,mist,mist,"{'sky_condition': 'overcast', 'height_agl': 400}",,,,31.82,
2024-01-01 03:15,44.0,KASW 010815Z AUTO 32003KT 4SM BR OVC004 00/00 A3009 RMK AO2  T00020000,,4.0,30.09,32.36,400.0,98.56,32.0,320.0,3.0,1.0,31.0,,,,988.03,1020.45,32.25,NW,mist,mist,"{'sky_condition': 'overcast', 'height_agl': 400}",,,,32.0,
2024-01-01 03:35,44.0,KASW 010835Z AUTO 31003KT 2SM DZ OVC004 00/00 A3010 RMK AO2  T00030000,,2.0,30.1,32.54,400.0,97.85,32.0,310.0,3.0,1.0,2.0,,,,988.36,1020.77,32.36,NW,drizzle,drizzle,"{'sky_condition': 'overcast', 'height_agl': 400}",,,,32.0,
2024-01-01 03:55,44.0,KASW 010855Z AUTO 34004KT 2 1/2SM BR OVC004 00/00 A3010 RMK AO2  T00050000,,2.5,30.1,32.9,400.0,96.44,32.0,340.0,4.0,1.0,31.0,,,,988.36,1020.75,32.58,NNW,mist,mist,"{'sky_condition': 'overcast', 'height_agl': 400}",,,,31.98,
2024-01-01 04:15,44.0,KASW 010915Z AUTO 33004KT 4SM BR OVC004 00/00 A3011 RMK AO2  T00050000,,4.0,30.11,32.9,400.0,96.44,32.0,330.0,4.0,1.0,31.0,,,,988.69,1021.09,32.58,NNW,mist,mist,"{'sky_condition': 'overcast', 'height_agl': 400}",,,,31.98,
2024-01-01 04:35,43.0,KASW 010935Z AUTO 34005KT 5SM BR BKN004 OVC012 00/00 A3011 RMK AO2  T00060001,124.0,5.0,30.11,33.08,400.0,96.44,32.18,340.0,5.0,1.0,31.0,,,,988.69,1021.08,32.76,NNW,mist,mist,"{'sky_condition': 'broken', 'height_agl': 400}","{'sky_condition': 'overcast', 'height_agl': 1200}",,27.72,32.16,
2024-01-01 04:55,63.0,KASW 010955Z AUTO 36005KT 10SM BKN006 BKN012 OVC018 00/00 A3012 RMK AO2 T00070000,123.0,10.0,30.12,33.26,600.0,95.06,32.0,360.0,5.0,1.0,,184.0,,,989.02,1021.4,32.77,N,,overcast,"{'sky_condition': 'broken', 'height_agl': 600}","{'sky_condition': 'broken', 'height_agl': 1200}","{'sky_condition': 'overcast', 'height_agl': 1800}",27.93,31.98,
2024-01-01 05:15,113.0,KASW 011015Z AUTO 36006KT 10SM BKN011 OVC018 00/00 A3012 RMK AO2  T00071002,184.0,10.0,30.12,33.26,1100.0,93.68,31.64,360.0,6.0,1.0,,,,,989.02,1021.4,32.63,N,,overcast,"{'sky_condition': 'broken', 'height_agl': 1100}","{'sky_condition': 'overcast', 'height_agl': 1800}",,27.09,31.6,
2024-01-01 05:35,143.0,KASW 011035Z AUTO 01005KT 10SM BKN014 OVC020 00/00 A3012 RMK AO2  T00071005,204.0,10.0,30.12,33.26,1400.0,91.66,31.1,10.0,5.0,1.0,,,,,989.02,1021.4,32.41,N,,overcast,"{'sky_condition': 'broken', 'height_agl': 1400}","{'sky_condition': 'overcast', 'height_agl': 2000}",,27.93,31.06,
2024-01-01 05:55,104.0,KASW 011055Z AUTO 02004KT 10SM OVC010 00/00 A3013 RMK AO2  T00071006,,10.0,30.13,33.26,1000.0,90.99,30.92,20.0,4.0,1.0,,,,,989.35,1021.74,32.34,NNE,,overcast,"{'sky_condition': 'overcast', 'height_agl': 1000}",,,,30.88,
2024-01-01 06:15,124.0,KASW 011115Z AUTO 01006KT 10SM OVC012 00/M01 A3014 RMK AO2  T00061009,,10.0,30.14,33.08,1200.0,89.66,30.38,10.0,6.0,1.0,,,,,989.68,1022.1,32.04,N,,overcast,"{'sky_condition': 'overcast', 'height_agl': 1200}",,,26.87,30.34,
2024-01-01 06:35,164.0,KASW 011135Z AUTO 36007KT 10SM OVC016 00/M01 A3016 RMK AO2  T00051011,,10.0,30.16,32.9,1600.0,89.0,30.02,360.0,7.0,1.0,,,,,990.33,1022.79,31.78,N,,overcast,"{'sky_condition': 'overcast', 'height_agl': 1600}",,,25.92,29.97,
2024-01-01 06:55,143.0,KASW 011155Z AUTO 01007KT 10SM BKN014 OVC021 00/M01 A3017 RMK AO2  T00051015,214.0,10.0,30.17,32.9,1400.0,86.42,29.3,10.0,7.0,1.0,,,,,990.66,1023.12,31.51,N,,overcast,"{'sky_condition': 'broken', 'height_agl': 1400}","{'sky_condition': 'overcast', 'height_agl': 2100}",,25.92,29.25,
2024-01-01 07:15,164.0,KASW 011215Z AUTO 01005KT 10SM OVC016 00/M01 A3017 RMK AO2  T00031015,,10.0,30.17,32.54,1600.0,87.68,29.3,10.0,5.0,1.0,,,,,990.66,1023.15,31.3,N,,overcast,"{'sky_condition': 'overcast', 'height_agl': 1600}",,,27.07,29.25,
2024-01-01 07:35,144.0,KASW 011235Z AUTO 01006KT 10SM OVC014 00/M01 A3019 RMK AO2  T00031015,,10.0,30.19,32.54,1400.0,87.68,29.3,10.0,6.0,1.0,,,,,991.32,1023.83,31.3,N,,overcast,"{'sky_condition': 'overcast', 'height_agl': 1400}",,,26.2,29.25,
2024-01-01 07:55,124.0,KASW 011255Z AUTO 01005KT 10SM OVC012 00/M01 A3019 RMK AO2  T00021015,,10.0,30.19,32.36,1200.0,88.32,29.3,10.0,5.0,1.0,,,,,991.32,1023.84,31.19,N,,overcast,"{'sky_condition': 'overcast', 'height_agl': 1200}",,,26.85,29.25,
2024-01-01 08:15,122.0,KASW 011315Z AUTO 36005KT 10SM SCT012 OVC019 00/M01 A3020 RMK AO2  T00021015,194.0,10.0,30.2,32.36,1900.0,88.32,29.3,360.0,5.0,1.0,,,,,991.65,1024.18,31.19,N,,overcast,"{'sky_condition': 'scattered', 'height_agl': 1200}","{'sky_condition': 'overcast', 'height_agl': 1900}",,26.85,29.25,
2024-01-01 08:35,154.0,KASW 011335Z AUTO 36004KT 10SM OVC015 00/M01 A3021 RMK AO2  T00021016,,10.0,30.21,32.36,1500.0,87.67,29.12,360.0,4.0,1.0,,,,,991.97,1024.52,31.12,N,,overcast,"{'sky_condition': 'overcast', 'height_agl': 1500}",,,,29.07,
2024-01-01 08:55,134.0,KASW 011355Z AUTO 36005KT 10SM OVC013 00/M01 A3021 RMK AO2  T00021015,,10.0,30.21,32.36,1300.0,88.32,29.3,360.0,5.0,1.0,,,,,991.97,1024.52,31.19,N,,overcast,"{'sky_condition': 'overcast', 'height_agl': 1300}",,,26.85,29.25,
2024-01-01 09:15,114.0,KASW 011415Z AUTO 35007KT 10SM OVC011 00/M01 A3022 RMK AO2  T00021015,,10.0,30.22,32.36,1100.0,88.32,29.3,350.0,7.0,1.0,,,,,992.3,1024.86,31.19,N,,overcast,"{'sky_condition': 'overcast', 'height_agl': 1100}",,,25.25,29.25,
2024-01-01 09:35,114.0,KASW 011435Z AUTO 36007KT 10SM OVC011 00/M01 A3022 RMK AO2  T00021011,,10.0,30.22,32.36,1100.0,90.95,30.02,360.0,7.0,1.0,,,,,992.3,1024.86,31.46,N,,overcast,"{'sky_condition': 'overcast', 'height_agl': 1100}",,,25.25,29.98,
2024-01-01 09:55,92.0,KASW 011455Z AUTO 36006KT 10SM SCT009 BKN013 OVC022 00/M01 A3024 RMK AO2 T00031011,133.0,10.0,30.24,32.54,1300.0,90.3,30.02,360.0,6.0,1.0,,224.0,,,992.96,1025.52,31.57,N,,overcast,"{'sky_condition': 'scattered', 'height_agl': 900}","{'sky_condition': 'broken', 'height_agl': 1300}","{'sky_condition': 'overcast', 'height_agl': 2200}",26.2,29.98,
2024-01-01 10:15,112.0,KASW 011515Z AUTO 35006KT 10SM SCT011 SCT018 OVC033 00/M01 A3024 RMK AO2 T00041015,182.0,10.0,30.24,32.72,3300.0,87.05,29.3,350.0,6.0,1.0,,334.0,,,992.96,1025.51,31.41,N,,overcast,"{'sky_condition': 'scattered', 'height_agl': 1100}","{'sky_condition': 'scattered', 'height_agl': 1800}","{'sky_condition': 'overcast', 'height_agl': 3300}",26.42,29.25,
2024-01-01 10:35,112.0,KASW 011535Z AUTO 01005KT 10SM SCT011 OVC033 00/M01 A3025 RMK AO2  T00051013,334.0,10.0,30.25,32.9,3300.0,87.7,29.66,10.0,5.0,1.0,,,,,993.29,1025.84,31.64,N,,overcast,"{'sky_condition': 'scattered', 'height_agl': 1100}","{'sky_condition': 'overcast', 'height_agl': 3300}",,27.5,29.61,
2024-01-01 10:55,113.0,KASW 011555Z AUTO 35005KT 10SM BKN011 OVC037 00/M01 A3026 RMK AO2  T00061015,374.0,10.0,30.26,33.08,1100.0,85.8,29.3,350.0,5.0,1.0,,,,,993.62,1026.16,31.62,N,,overcast,"{'sky_condition': 'broken', 'height_agl': 1100}","{'sky_condition': 'overcast', 'height_agl': 3700}",,27.72,29.25,
2024-01-01 11:15,132.0,KASW 011615Z AUTO 35005KT 10SM SCT013 OVC039 01/M01 A3026 RMK AO2  T00081015,394.0,10.0,30.26,33.44,3900.0,84.57,29.3,350.0,5.0,1.0,,,,,993.62,1026.14,31.84,N,,overcast,"{'sky_condition': 'scattered', 'height_agl': 1300}","{'sky_condition': 'overcast', 'height_agl': 3900}",,28.13,29.23,
2024-01-01 11:35,153.0,KASW 011635Z AUTO 34005KT 10SM BKN015 OVC039 01/M01 A3026 RMK AO2  T00131016,394.0,10.0,30.26,34.34,1500.0,80.98,29.12,340.0,5.0,1.0,,,,,993.62,1026.08,32.29,NNW,,overcast,"{'sky_condition': 'broken', 'height_agl': 1500}","{'sky_condition': 'overcast', 'height_agl': 3900}",,29.21,29.03,
2024-01-01 11:55,153.0,KASW 011655Z AUTO 34004KT 10SM BKN015 BKN021 OVC037 01/M01 A3026 RMK AO2 T00151016,213.0,10.0,30.26,34.7,1500.0,79.83,29.12,340.0,4.0,1.0,,374.0,,,993.62,1026.06,32.5,NNW,,overcast,"{'sky_condition': 'broken', 'height_agl': 1500}","{'sky_condition': 'broken', 'height_agl': 2100}","{'sky_condition': 'overcast', 'height_agl': 3700}",,29.03,
2024-01-01 12:15,172.0,KASW 011715Z AUTO 35007KT 10SM SCT017 SCT026 OVC035 01/M01 A3026 RMK AO2 T00151019,262.0,10.0,30.26,34.7,3500.0,78.08,28.58,350.0,7.0,1.0,,354.0,,,993.62,1026.06,32.31,N,,overcast,"{'sky_condition': 'scattered', 'height_agl': 1700}","{'sky_condition': 'scattered', 'height_agl': 2600}","{'sky_condition': 'overcast', 'height_agl': 3500}",28.09,28.49,
2024-01-01 12:35,172.0,KASW 011735Z AUTO 32007KT 10SM SCT017 SCT027 OVC037 01/M01 A3025 RMK AO2 T00161019,272.0,10.0,30.25,34.88,3700.0,77.52,28.58,320.0,7.0,1.0,,374.0,,,993.29,1025.71,32.41,NW,,overcast,"{'sky_condition': 'scattered', 'height_agl': 1700}","{'sky_condition': 'scattered', 'height_agl': 2700}","{'sky_condition': 'overcast', 'height_agl': 3700}",28.33,28.49,
2024-01-01 12:55,212.0,KASW 011755Z AUTO 33005KT 10SM SCT021 SCT027 OVC035 01/M02 A3025 RMK AO2 T00161022,272.0,10.0,30.25,34.88,3500.0,75.82,28.04,330.0,5.0,1.0,,354.0,,,993.29,1025.71,32.22,NNW,,overcast,"{'sky_condition': 'scattered', 'height_agl': 2100}","{'sky_condition': 'scattered', 'height_agl': 2700}","{'sky_condition': 'overcast', 'height_agl': 3500}",29.84,27.93,
2024-01-01 13:15,233.0,KASW 011815Z AUTO 32006KT 10SM BKN023 OVC033 01/M02 A3025 RMK AO2  T00131027,334.0,10.0,30.25,34.34,2300.0,74.65,27.14,320.0,6.0,1.0,,,,,993.29,1025.74,31.59,NW,,overcast,"{'sky_condition': 'broken', 'height_agl': 2300}","{'sky_condition': 'overcast', 'height_agl': 3300}",,28.38,27.03,
2024-01-01 13:35,233.0,KASW 011835Z AUTO 33007KT 10SM BKN023 OVC031 01/M02 A3025 RMK AO2  T00121026,314.0,10.0,30.25,34.16,2300.0,75.75,27.32,330.0,7.0,1.0,,,,,993.29,1025.75,31.55,NNW,,overcast,"{'sky_condition': 'broken', 'height_agl': 2300}","{'sky_condition': 'overcast', 'height_agl': 3100}",,27.45,27.21,
2024-01-01 13:55,232.0,KASW 011855Z AUTO 31008KT 10SM SCT023 OVC029 01/M01 A3024 RMK AO2  T00101018,294.0,10.0,30.24,33.8,2900.0,81.54,28.76,310.0,8.0,1.0,,,,,992.96,1025.44,31.84,NW,,overcast,"{'sky_condition': 'scattered', 'height_agl': 2300}","{'sky_condition': 'overcast', 'height_agl': 2900}",,26.37,28.69,
2024-01-01 14:15,172.0,KASW 011915Z AUTO 30010KT 10SM SCT017 OVC027 01/M01 A3025 RMK AO2  T00081015,274.0,10.0,30.25,33.44,2700.0,84.57,29.3,300.0,10.0,1.0,,,,,993.29,1025.8,31.84,WNW,,overcast,"{'sky_condition': 'scattered', 'height_agl': 1700}","{'sky_condition': 'overcast', 'height_agl': 2700}",,24.8,29.23,
2024-01-01 14:35,152.0,KASW 011935Z AUTO 30008KT 10SM SCT015 SCT020 OVC029 01/M01 A3024 RMK AO2 T00101018,202.0,10.0,30.24,33.8,2900.0,81.54,28.76,300.0,8.0,1.0,,294.0,,,992.96,1025.44,31.84,WNW,,overcast,"{'sky_condition': 'scattered', 'height_agl': 1500}","{'sky_condition': 'scattered', 'height_agl': 2000}","{'sky_condition': 'overcast', 'height_agl': 2900}",26.37,28.69,
2024-01-01 14:55,212.0,KASW 011955Z AUTO 32012KT 10SM SCT021 OVC029 01/M02 A3025 RMK AO2  T00111024,294.0,10.0,30.25,33.98,2900.0,77.44,27.68,320.0,12.0,1.0,,,,,993.29,1025.77,31.57,NW,,overcast,"{'sky_condition': 'scattered', 'height_agl': 2100}","{'sky_condition': 'overcast', 'height_agl': 2900}",,24.55,27.59,
