Date,Station,Crop,Rootdpth(inch),Deficit(inch),sm_val1(%),sm_val2(%),sm_val3(%),sm_val4(%),fc_date,fc_val1(%),fc_val2(%),fc_val3(%),fc_val4(%)
2023-07-12 0:00,111,Corn,26.8571,3,25,35.6,37.9,33.4,2023-07-17,36.767,42.6,45.1,49.733
2023-07-12 0:00,112,Corn,26.8571,2.02,30.8,39.7,41.2,38.5,2024-04-12,38,46.4,48.3,47.1
2023-07-12 0:00,114,Soybean,20.1905,-0.79,29.9,38.6,34.8,33.8,2023-05-31,21.151,35.913,33.739,32.135
