ts,Entity Name,data_soil_moisture1,data_soil_moisture2,data_soil_moisture3,data_soil_moisture4
2024-05-21 23:29:55.924,115,21.1,36.2,30.7,25.5
2024-05-21 23:59:56.396,115,21.1,36.2,30.8,25.6
2024-05-22 00:29:56.418,115,21.0,36.3,30.9,25.6
2024-05-22 00:59:56.438,115,21.0,36.3,31.0,25.7
2024-05-22 01:29:55.809,115,20.9,36.4,31.1,25.7
2024-05-22 01:59:56.517,115,20.9,36.5,31.2,25.8
2024-05-22 02:29:56.555,115,20.9,36.5,31.3,25.8
2024-05-22 02:59:56.603,115,20.9,36.6,31.4,25.9
2024-05-22 03:29:55.944,115,20.8,36.6,31.4,25.9
2024-05-22 03:59:56.694,115,20.8,36.6,31.5,26.0
2024-05-22 04:29:56.736,115,20.8,36.7,31.6,26.0
2024-05-22 04:59:56.765,115,20.7,36.7,31.6,26.0
2024-05-22 05:29:56.808,115,20.7,36.7,31.7,26.1
2024-05-22 05:59:56.415,115,20.7,36.7,31.7,26.1
2024-05-22 06:29:56.868,115,20.6,36.8,31.8,26.2
2024-05-22 06:59:56.927,115,20.6,36.8,31.9,26.2
2024-05-22 07:29:56.978,115,20.6,36.8,31.9,26.2
2024-05-22 07:59:56.944,115,20.6,36.8,32.0,26.3
2024-05-22 08:59:57.029,115,20.6,36.9,32.1,26.3
2024-05-22 09:29:57.079,115,20.6,36.9,32.1,26.4
2024-05-22 09:59:57.077,115,20.6,36.9,32.2,26.4
2024-05-22 10:29:57.094,115,20.6,37.0,32.2,26.4
2024-05-22 10:59:57.077,115,20.6,37.0,32.3,26.4
2024-05-22 11:29:57.096,115,20.7,37.0,32.3,26.5
2024-05-22 11:59:57.081,115,20.7,37.0,32.3,26.5
2024-05-22 12:29:57.097,115,20.8,37.1,32.4,26.5
2024-05-22 12:59:57.090,115,20.9,37.2,32.4,26.5
2024-05-22 13:29:57.085,115,20.9,37.2,32.4,26.6
2024-05-22 13:59:57.085,115,21.0,37.3,32.5,26.6
2024-05-22 14:29:56.364,115,21.1,37.3,32.5,26.6
2024-05-22 14:59:57.081,115,21.1,37.4,32.6,26.6
2024-05-22 15:29:57.081,115,21.2,37.4,32.6,26.6
2024-05-22 15:59:57.078,115,21.2,37.5,32.6,26.7
2024-05-22 16:29:57.093,115,21.3,37.6,32.7,26.7
2024-05-22 16:59:56.612,115,21.4,37.7,32.7,26.7
2024-05-22 17:29:56.630,115,21.4,37.7,32.7,26.7
2024-05-22 17:59:57.097,115,21.4,37.8,32.8,26.8
2024-05-22 18:29:57.087,115,21.4,37.8,32.8,26.8
2024-05-22 18:59:56.645,115,21.3,37.9,32.8,26.8
2024-05-22 19:29:57.052,115,21.3,37.9,32.9,26.8
2024-05-22 20:29:57.117,115,21.2,38.0,32.9,26.8
2024-05-22 20:59:57.182,115,21.2,38.1,33.0,26.9
2024-05-22 21:29:57.189,115,21.2,38.1,33.0,26.9
2024-05-22 21:59:56.875,115,21.1,38.1,33.0,26.9
2024-05-22 22:29:57.420,115,21.1,38.1,33.1,26.9
2024-05-22 22:59:57.529,115,21.1,38.1,33.1,26.9
2024-05-22 23:29:57.641,115,21.1,38.1,33.2,27.0
2024-05-22 23:59:57.769,115,21.0,38.1,33.2,27.0
2024-05-23 00:29:57.845,115,21.0,38.1,33.2,27.0
2024-05-23 00:59:57.967,115,21.0,38.1,33.3,27.0
2024-05-23 01:29:57.521,115,21.0,38.1,33.3,27.0
2024-05-23 01:59:58.297,115,20.9,38.0,33.3,27.1
2024-05-23 02:29:58.397,115,20.9,38.0,33.4,27.1
2024-05-23 02:59:58.585,115,20.9,38.0,33.4,27.1
2024-05-23 03:29:58.763,115,20.8,37.9,33.4,27.1
2024-05-23 03:59:58.909,115,20.8,37.9,33.4,27.2
2024-05-23 04:29:59.022,115,20.7,37.9,33.4,27.2
2024-05-23 04:59:59.297,115,20.7,37.9,33.4,27.2
2024-05-23 05:29:59.004,115,20.7,37.9,33.5,27.2
2024-05-23 05:59:59.570,115,20.6,37.9,33.5,27.2
2024-05-23 06:29:59.848,115,20.6,37.8,33.5,27.2
2024-05-23 06:59:59.930,115,20.5,37.8,33.5,27.2
2024-05-23 07:29:59.997,115,20.5,37.7,33.5,27.2
2024-05-23 08:00:00.073,115,20.4,37.7,33.5,27.3
2024-05-23 08:30:00.068,115,20.4,37.7,33.6,27.3
2024-05-23 08:59:59.374,115,20.4,37.7,33.5,27.3
2024-05-23 09:30:00.064,115,20.4,37.7,33.5,27.3
2024-05-23 09:59:59.593,115,20.3,37.7,33.6,27.3
2024-05-23 10:30:00.049,115,20.4,37.7,33.6,27.3
2024-05-23 11:00:00.057,115,20.4,37.7,33.6,27.3
2024-05-23 11:30:00.054,115,20.5,37.7,33.6,27.4
2024-05-23 12:00:00.033,115,20.6,37.7,33.6,27.4
2024-05-23 12:30:00.020,115,20.7,37.8,33.6,27.4
2024-05-23 13:00:00.041,115,20.7,37.8,33.6,27.4
2024-05-23 13:29:59.964,115,20.8,37.8,33.6,27.4
2024-05-23 14:00:00.011,115,20.9,37.9,33.6,27.4
2024-05-23 14:30:00.010,115,21.0,38.0,33.6,27.4
2024-05-23 14:59:59.966,115,21.1,38.0,33.6,27.4
2024-05-23 15:29:59.943,115,21.2,38.1,33.6,27.4
2024-05-23 16:00:00.006,115,21.2,38.2,33.6,27.4
2024-05-23 16:59:59.286,115,21.4,38.3,33.7,27.4
2024-05-23 17:29:59.985,115,21.4,38.4,33.7,27.4
2024-05-23 18:29:59.895,115,21.4,38.6,33.7,27.5
2024-05-23 18:59:59.990,115,21.4,38.6,33.8,27.5
2024-05-23 19:29:59.971,115,21.3,38.7,33.8,27.5
2024-05-23 20:29:59.968,115,21.3,38.8,33.8,27.5
2024-05-23 21:00:00.020,115,21.2,38.8,33.8,27.5
2024-05-23 21:29:59.990,115,21.2,38.8,33.9,27.5
2024-05-23 22:00:00.111,115,21.2,38.8,33.9,27.6
2024-05-23 22:30:00.152,115,21.2,38.9,33.9,27.6
2024-05-23 23:00:00.194,115,21.1,38.9,34.0,27.6
2024-05-23 23:30:00.253,115,21.1,38.9,34.0,27.6
2024-05-24 00:00:00.319,115,21.0,38.8,34.0,27.6
2024-05-24 00:30:00.393,115,21.0,38.8,34.1,27.6
2024-05-24 01:00:00.443,115,20.9,38.9,34.1,27.6
2024-05-24 01:30:00.552,115,20.9,38.8,34.1,27.7
2024-05-24 02:00:00.602,115,20.9,38.8,34.1,27.7
2024-05-24 02:29:59.927,115,20.8,38.8,34.1,27.7
2024-05-24 03:00:00.379,115,20.8,38.8,34.1,27.7
2024-05-24 03:30:00.904,115,20.8,38.8,34.2,27.7
2024-05-24 04:00:00.994,115,20.8,38.7,34.2,27.7
2024-05-24 05:00:01.177,115,20.7,38.7,34.2,27.7
2024-05-24 05:30:01.307,115,20.7,38.7,34.2,27.7
2024-05-24 06:00:01.429,115,20.7,38.7,34.3,27.8
2024-05-24 06:30:01.545,115,20.6,38.6,34.3,27.8
2024-05-24 07:00:01.593,115,20.6,38.6,34.3,27.8
2024-05-24 07:30:01.223,115,20.6,38.6,34.3,27.8
2024-05-24 08:00:01.736,115,20.5,38.6,34.3,27.9
2024-05-24 08:30:01.748,115,20.5,38.5,34.3,27.9
2024-05-24 09:00:01.756,115,20.5,38.5,34.3,27.9
2024-05-24 09:30:01.285,115,20.5,38.5,34.3,27.9
2024-05-24 10:00:01.698,115,20.5,38.5,34.3,27.9
2024-05-24 10:30:01.043,115,20.5,38.5,34.3,27.9
2024-05-24 11:00:01.782,115,20.5,38.5,34.3,27.9
2024-05-24 11:30:01.760,115,20.5,38.5,34.3,27.9
2024-05-24 12:00:01.787,115,20.5,38.6,34.3,27.9
2024-05-24 12:30:01.677,115,20.5,38.6,34.3,27.9
2024-05-24 13:00:01.749,115,20.6,38.6,34.3,27.9
2024-05-24 13:30:01.755,115,20.7,38.7,34.3,27.9
2024-05-24 14:00:01.760,115,20.7,38.7,34.3,27.9
2024-05-24 14:30:01.721,115,20.7,38.7,34.4,27.9
2024-05-24 15:00:01.695,115,20.7,38.8,34.4,27.9
2024-05-24 15:30:01.733,115,20.8,38.8,34.4,27.9
2024-05-24 16:00:01.767,115,20.8,38.9,34.4,27.9
2024-05-24 16:30:01.767,115,20.8,39.0,34.5,28.0
2024-05-24 17:00:01.381,115,35.7,46.6,40.9,38.7
2024-05-24 17:30:01.876,115,40.3,46.7,41.0,38.8
2024-05-24 18:00:01.961,115,39.7,46.8,41.0,38.9
2024-05-24 18:30:02.060,115,39.7,46.7,41.1,38.9
2024-05-24 19:00:02.156,115,40.5,46.8,41.1,38.9
2024-05-24 19:30:01.507,115,35.3,46.7,41.0,39.0
2024-05-24 20:00:02.230,115,33.8,46.6,41.1,39.0
2024-05-24 20:30:02.389,115,32.5,46.6,41.0,39.0
2024-05-24 21:00:02.435,115,31.2,46.4,41.1,39.0
2024-05-24 21:30:02.567,115,30.2,45.7,41.1,39.0
2024-05-24 22:00:02.631,115,29.7,44.8,41.1,38.9
2024-05-24 22:30:02.698,115,29.4,44.0,41.1,38.9
2024-05-24 23:00:02.076,115,29.1,42.2,41.0,39.0
2024-05-24 23:30:02.778,115,29.0,41.5,40.7,38.9
2024-05-25 00:00:02.857,115,28.8,41.2,39.7,38.9
2024-05-25 00:30:02.944,115,28.6,40.9,39.1,38.8
2024-05-25 01:00:03.015,115,28.5,40.8,38.8,38.7
2024-05-25 01:30:03.101,115,28.5,40.6,38.5,38.2
2024-05-25 02:00:03.184,115,28.4,40.5,37.9,37.7
2024-05-25 02:30:03.188,115,28.3,40.4,37.3,36.7
2024-05-25 03:00:03.402,115,28.3,40.3,36.9,35.9
2024-05-25 03:30:03.413,115,28.2,40.2,36.7,35.6
2024-05-25 04:00:03.595,115,28.2,40.2,36.5,35.0
2024-05-25 04:30:03.692,115,28.1,40.1,36.4,34.5
2024-05-25 05:00:03.803,115,28.1,40.0,36.2,34.2
2024-05-25 05:30:03.909,115,28.0,40.0,36.2,33.8
2024-05-25 06:00:04.003,115,28.0,40.0,36.1,33.1
2024-05-25 06:30:04.081,115,28.0,39.9,36.0,32.7
2024-05-25 07:00:04.176,115,28.0,39.8,36.0,31.9
2024-05-25 07:30:04.247,115,27.9,39.8,35.9,31.2
2024-05-25 08:00:03.638,115,27.9,39.8,35.8,31.0
2024-05-25 08:30:04.418,115,27.9,39.7,35.7,30.7
2024-05-25 09:00:04.415,115,27.9,39.7,35.6,30.2
2024-05-25 09:30:04.434,115,27.8,39.7,35.6,29.8
2024-05-25 10:00:04.457,115,27.8,39.6,35.5,29.6
2024-05-25 10:30:04.450,115,27.7,39.7,35.5,29.4
2024-05-25 11:00:04.457,115,27.7,39.6,35.4,29.2
2024-05-25 12:00:04.441,115,27.6,39.6,35.3,29.1
2024-05-25 12:30:04.452,115,27.5,39.7,35.3,29.0
2024-05-25 13:00:04.463,115,27.4,39.7,35.3,29.0
2024-05-25 13:30:04.446,115,27.4,39.7,35.3,28.9
2024-05-25 14:00:04.464,115,27.3,39.7,35.2,28.9
2024-05-25 14:30:04.453,115,27.3,39.8,35.3,28.9
2024-05-25 15:00:04.400,115,27.3,39.8,35.2,28.8
2024-05-25 15:30:03.748,115,27.3,39.9,35.2,28.8
2024-05-25 16:00:03.786,115,27.3,39.9,35.2,28.8
2024-05-25 16:30:04.388,115,27.3,40.0,35.2,28.8
2024-05-25 17:00:04.423,115,27.3,40.1,35.2,28.8
2024-05-25 17:30:04.428,115,27.3,40.1,35.2,28.8
2024-05-25 18:00:03.742,115,27.3,40.2,35.2,28.8
2024-05-25 18:30:04.405,115,27.3,40.2,35.2,28.8
2024-05-25 19:00:04.415,115,27.2,40.2,35.2,28.7
2024-05-25 19:30:04.410,115,27.1,40.2,35.2,28.7
2024-05-25 20:00:04.422,115,27.0,40.3,35.2,28.7
2024-05-25 20:30:04.426,115,26.9,40.3,35.3,28.7
2024-05-25 21:00:04.445,115,26.8,40.3,35.3,28.7
2024-05-25 21:30:04.523,115,26.7,40.3,35.3,28.7
2024-05-25 22:00:04.655,115,26.6,40.3,35.3,28.7
2024-05-25 22:30:04.666,115,26.5,40.3,35.3,28.7
2024-05-25 23:00:04.876,115,26.3,40.3,35.3,28.7
2024-05-26 00:00:05.156,115,26.2,40.2,35.3,28.8
2024-05-26 00:30:04.574,115,26.1,40.1,35.3,28.8
2024-05-26 01:00:05.416,115,26.0,40.1,35.4,28.8
2024-05-26 01:30:05.550,115,25.9,40.0,35.4,28.8
2024-05-26 02:00:05.765,115,25.8,40.0,35.3,28.8
2024-05-26 02:30:05.803,115,25.7,40.0,35.4,28.8
2024-05-26 03:00:05.995,115,25.7,40.0,35.4,28.8
2024-05-26 04:00:06.255,115,25.5,39.9,35.4,28.8
2024-05-26 04:30:05.695,115,25.5,39.8,35.4,28.8
2024-05-26 05:00:06.536,115,25.4,39.8,35.4,28.8
2024-05-26 05:30:06.634,115,25.3,39.7,35.4,28.8
2024-05-26 06:00:06.759,115,25.2,39.7,35.4,28.9
2024-05-26 06:30:06.149,115,25.2,39.6,35.4,28.8
2024-05-26 07:00:06.494,115,25.1,39.6,35.3,28.8
2024-05-26 07:30:07.025,115,25.1,39.5,35.3,28.8
2024-05-26 08:00:07.103,115,25.1,39.5,35.3,28.8
2024-05-26 08:30:07.193,115,25.0,39.5,35.3,28.8
2024-05-26 09:30:07.256,115,25.0,39.5,35.3,28.9
2024-05-26 10:00:07.279,115,25.0,39.4,35.3,28.9
2024-05-26 10:30:07.371,115,25.0,39.4,35.3,28.9
2024-05-26 11:00:07.385,115,24.9,39.4,35.3,28.9
2024-05-26 11:30:07.454,115,24.9,39.4,35.3,28.9
2024-05-26 12:00:06.781,115,31.7,42.7,38.5,31.7
2024-05-26 12:30:07.128,115,43.1,45.3,40.5,37.7
2024-05-26 13:00:07.664,115,42.8,45.2,40.5,37.6
2024-05-26 14:00:07.769,115,36.0,45.1,40.5,37.5
2024-05-26 14:30:07.813,115,34.4,45.0,40.4,37.5
2024-05-26 15:00:07.855,115,33.0,45.0,40.5,37.5
2024-05-26 15:30:07.858,115,32.0,44.6,40.4,37.3
2024-05-26 16:00:07.431,115,31.4,44.2,40.4,37.3
2024-05-26 16:30:07.883,115,31.1,43.5,40.4,37.2
2024-05-26 17:00:07.818,115,30.9,42.6,40.3,37.1
2024-05-26 17:30:07.858,115,30.7,42.0,40.2,37.0
2024-05-26 18:00:07.797,115,30.6,41.6,39.9,37.0
2024-05-26 18:30:07.865,115,30.5,41.5,39.4,36.9
2024-05-26 19:00:07.451,115,30.4,41.5,39.1,36.6
2024-05-26 19:30:07.449,115,30.3,41.4,38.6,36.0
2024-05-26 20:00:07.197,115,30.3,41.4,38.4,35.6
2024-05-26 20:30:07.904,115,30.3,41.4,38.2,35.2
2024-05-26 21:00:07.921,115,30.2,41.4,38.1,35.0
2024-05-26 21:30:07.277,115,30.2,41.4,38.0,34.8
2024-05-26 22:00:07.305,115,30.1,41.3,37.9,34.6
2024-05-26 22:30:08.018,115,30.1,41.3,37.8,34.4
2024-05-26 23:00:08.076,115,30.0,41.3,37.7,34.1
2024-05-26 23:30:07.660,115,30.0,41.3,37.7,33.9
2024-05-27 00:00:08.213,115,30.0,41.3,37.7,33.7
2024-05-27 00:30:08.179,115,30.0,41.3,37.7,33.5
2024-05-27 01:00:08.242,115,30.0,41.3,37.6,33.3
2024-05-27 01:30:07.521,115,34.1,43.0,38.3,33.2
2024-05-27 02:00:08.380,115,33.4,43.3,40.3,37.9
2024-05-27 02:30:08.392,115,32.8,42.8,40.3,37.9
2024-05-27 03:00:07.760,115,32.3,42.5,40.1,37.9
2024-05-27 03:30:08.525,115,32.0,42.4,39.6,37.9
2024-05-27 04:00:08.147,115,31.7,42.3,39.5,37.6
2024-05-27 04:30:08.705,115,31.4,42.2,39.1,37.3
2024-05-27 05:00:08.799,115,31.2,42.1,39.0,37.3
2024-05-27 05:30:08.439,115,31.1,42.0,39.0,36.9
2024-05-27 06:00:09.036,115,30.9,41.9,38.9,36.4
2024-05-27 06:30:08.435,115,30.8,41.9,38.8,35.9
2024-05-27 07:00:09.239,115,30.6,41.8,38.6,35.4
2024-05-27 07:30:09.393,115,30.5,41.7,38.5,35.2
2024-05-27 08:00:09.510,115,30.4,41.6,38.3,34.9
2024-05-27 08:30:09.618,115,30.3,41.5,38.2,34.8
2024-05-27 09:00:09.761,115,30.2,41.4,38.1,34.5
2024-05-27 09:30:09.790,115,30.1,41.3,38.0,34.3
2024-05-27 10:00:09.972,115,30.0,41.3,37.9,34.0
2024-05-27 10:30:10.063,115,30.0,41.2,37.9,33.7
2024-05-27 11:00:10.197,115,29.9,41.2,37.8,33.6
2024-05-27 11:30:10.204,115,29.9,41.2,37.8,33.3
2024-05-27 12:00:10.252,115,29.9,41.1,37.7,32.8
2024-05-27 12:30:10.313,115,29.8,41.1,37.7,32.5
2024-05-27 13:00:10.331,115,29.8,41.1,37.7,32.1
2024-05-27 13:30:09.991,115,29.8,41.1,37.6,32.0
2024-05-27 14:00:10.483,115,29.8,41.0,37.5,31.9
2024-05-27 14:30:10.473,115,29.7,41.1,37.4,31.8
2024-05-27 15:00:10.452,115,29.7,41.0,37.4,31.6
2024-05-27 15:30:10.510,115,29.7,41.0,37.3,31.4
2024-05-27 16:00:10.549,115,29.7,41.1,37.3,31.2
2024-05-27 16:30:10.533,115,29.6,41.1,37.3,31.0
2024-05-27 17:00:10.521,115,29.6,41.1,37.2,30.9
2024-05-27 17:30:10.520,115,29.6,41.1,37.2,30.8
2024-05-27 18:00:10.530,115,29.5,41.2,37.2,30.7
2024-05-27 18:30:10.517,115,29.5,41.2,37.2,30.6
2024-05-27 19:00:10.549,115,29.4,41.2,37.2,30.5
2024-05-27 19:30:10.531,115,29.3,41.2,37.2,30.4
2024-05-27 20:00:10.552,115,29.3,41.2,37.1,30.4
2024-05-27 20:30:10.546,115,29.2,41.3,37.1,30.4
2024-05-27 21:00:10.604,115,29.1,41.3,37.1,30.3
2024-05-27 21:30:10.659,115,29.0,41.3,37.1,30.3
2024-05-27 22:00:10.671,115,29.0,41.2,37.1,30.2
2024-05-27 22:30:10.377,115,28.9,41.2,37.1,30.2
2024-05-27 23:00:10.913,115,28.8,41.2,37.1,30.2
2024-05-27 23:30:10.992,115,28.8,41.2,37.1,30.2
2024-05-28 00:00:11.116,115,28.7,41.2,37.1,30.2
2024-05-28 00:30:11.131,115,28.7,41.1,37.1,30.2
2024-05-28 01:00:11.324,115,28.6,41.1,37.1,30.2
2024-05-28 01:30:11.500,115,28.5,41.0,37.1,30.2
2024-05-28 02:00:11.609,115,28.5,41.0,37.1,30.2
2024-05-28 02:30:11.029,115,28.5,41.0,37.1,30.2
2024-05-28 03:00:11.971,115,28.4,41.0,37.0,30.1
2024-05-28 03:30:12.138,115,28.4,40.9,37.0,30.1
2024-05-28 04:00:12.251,115,28.3,40.9,37.0,30.1
2024-05-28 04:30:12.394,115,28.3,40.9,37.0,30.1
2024-05-28 05:00:12.892,115,28.3,40.8,37.0,30.1
2024-05-28 05:30:12.834,115,28.2,40.8,36.9,30.1
2024-05-28 06:00:13.102,115,28.1,40.7,36.9,30.1
2024-05-28 06:30:13.202,115,28.1,40.7,36.9,30.1
2024-05-28 07:00:13.323,115,28.1,40.7,36.8,30.1
2024-05-28 07:30:13.416,115,28.0,40.6,36.8,30.1
2024-05-28 08:00:13.494,115,28.0,40.6,36.8,30.1
2024-05-28 09:00:12.769,115,28.0,40.6,36.8,30.1
2024-05-28 09:30:13.477,115,28.1,40.5,36.7,30.0
2024-05-28 10:00:13.480,115,28.1,40.5,36.7,30.0
2024-05-28 10:30:13.429,115,28.2,40.5,36.7,30.0
2024-05-28 11:00:13.117,115,28.2,40.5,36.7,30.0
2024-05-28 12:00:13.489,115,28.3,40.5,36.6,30.0
2024-05-28 12:30:13.422,115,28.4,40.6,36.6,30.0
2024-05-28 13:00:13.509,115,28.4,40.6,36.6,30.0
2024-05-28 13:30:13.405,115,28.5,40.7,36.6,30.0
2024-05-28 14:00:13.487,115,28.5,40.7,36.6,30.0
2024-05-28 15:00:13.481,115,28.7,40.9,36.6,29.9
2024-05-28 15:30:13.462,115,28.7,40.9,36.6,30.0
2024-05-28 16:00:13.483,115,28.8,41.0,36.6,29.9
2024-05-28 16:30:13.476,115,28.8,41.0,36.6,29.9
2024-05-28 17:00:13.050,115,28.7,41.2,36.6,30.0
2024-05-28 17:30:13.474,115,28.7,41.2,36.7,29.9
2024-05-28 18:00:13.509,115,28.7,41.2,36.7,29.9
2024-05-28 18:30:13.503,115,28.7,41.3,36.7,29.9
2024-05-28 19:00:13.524,115,28.6,41.3,36.7,29.9
2024-05-28 19:30:13.507,115,28.6,41.3,36.7,29.9
2024-05-28 20:00:13.542,115,28.5,41.3,36.8,29.9
2024-05-28 20:30:13.557,115,28.4,41.3,36.8,29.9
2024-05-28 21:00:13.652,115,28.3,41.3,36.8,29.9
2024-05-28 21:30:13.695,115,28.2,41.3,36.8,29.9
2024-05-28 22:00:13.829,115,28.0,41.3,36.8,29.9
2024-05-28 22:30:13.882,115,27.9,41.2,36.8,29.9
2024-05-28 23:00:13.408,115,27.9,41.2,36.8,29.9
2024-05-28 23:30:14.200,115,27.7,41.2,36.8,29.9
2024-05-29 00:00:13.945,115,27.7,41.2,36.8,29.9
2024-05-29 00:30:14.537,115,27.5,41.1,36.8,29.9
2024-05-29 01:00:14.680,115,27.5,41.1,36.8,29.9
2024-05-29 01:30:14.853,115,27.4,41.0,36.8,30.0
2024-05-29 02:00:15.061,115,27.3,40.9,36.8,29.9
2024-05-29 02:30:15.139,115,27.2,40.9,36.8,30.0
2024-05-29 03:00:15.379,115,27.2,40.9,36.8,29.9
2024-05-29 03:30:15.121,115,27.0,40.8,36.8,30.0
2024-05-29 04:00:15.757,115,27.0,40.8,36.8,30.0
2024-05-29 04:30:15.223,115,27.0,40.7,36.8,30.0
2024-05-29 05:00:16.037,115,26.9,40.7,36.8,30.0
2024-05-29 05:30:16.195,115,26.9,40.6,36.7,30.0
2024-05-29 06:00:16.415,115,26.8,40.6,36.7,30.0
2024-05-29 06:30:16.591,115,26.8,40.5,36.7,30.0
2024-05-29 07:00:16.743,115,26.8,40.5,36.7,30.0
2024-05-29 07:30:16.903,115,26.7,40.5,36.7,29.9
2024-05-29 08:00:17.039,115,26.7,40.4,36.6,29.9
2024-05-29 08:30:16.472,115,26.7,40.4,36.6,29.9
2024-05-29 09:30:17.273,115,26.7,40.3,36.6,29.9
2024-05-29 10:00:17.440,115,26.7,40.3,36.6,29.9
2024-05-29 10:30:17.049,115,26.7,40.3,36.6,29.9
2024-05-29 11:00:17.539,115,26.7,40.3,36.6,29.9
2024-05-29 11:30:16.848,115,26.8,40.3,36.5,29.9
2024-05-29 12:00:17.567,115,26.8,40.3,36.5,29.9
2024-05-29 12:30:17.569,115,27.0,40.3,36.5,29.9
2024-05-29 13:00:17.586,115,27.1,40.4,36.5,29.9
2024-05-29 13:30:16.876,115,27.2,40.4,36.5,29.9
2024-05-29 14:00:17.147,115,27.3,40.5,36.5,29.9
2024-05-29 15:00:17.551,115,27.6,40.6,36.5,29.9
2024-05-29 15:30:17.579,115,27.8,40.7,36.5,29.9
2024-05-29 16:00:17.595,115,27.9,40.8,36.4,29.9
2024-05-29 16:30:16.787,115,28.0,40.9,36.4,29.8
2024-05-29 17:00:17.586,115,28.0,40.9,36.5,29.8
2024-05-29 17:30:17.561,115,28.1,41.0,36.5,29.8
2024-05-29 18:00:17.097,115,28.1,41.1,36.5,29.8
2024-05-29 18:30:17.592,115,28.1,41.2,36.6,29.8
