,Entity Name,data_soil_moisture1,data_soil_moisture2,data_soil_moisture3,data_soil_moisture4
2024-07-11 03:31:23.997,115.0,33.3,46.6,47.1,42.7
2024-08-18 20:32:30.317,115.0,35.0,45.4,41.5,33.6
2024-09-01 02:33:04.306,115.0,35.2,45.5,42.9,34.4
