ts,Entity Name,data_soil_moisture1,data_soil_moisture2,data_soil_moisture3,data_soil_moisture4
2024-07-04 06:17:32.814,111,16.4,24.8,37.5,41.7
2024-07-04 06:47:32.794,111,16.3,24.8,37.5,41.7
2024-07-04 07:47:32.716,111,16.3,24.8,37.5,41.7
2024-07-04 08:17:32.692,111,16.3,24.8,37.5,41.7
2024-07-04 08:47:32.478,111,,,,
2024-07-04 09:17:32.033,111,,,,
2024-07-04 09:47:32.577,111,16.2,24.7,37.5,41.8
2024-07-04 10:17:32.585,111,16.2,24.7,37.6,41.8
2024-07-04 10:47:32.520,111,16.3,24.7,37.5,41.8
2024-07-04 11:17:32.480,111,16.3,24.7,37.5,41.8
2024-07-04 11:47:32.200,111,16.3,24.7,37.5,41.8
2024-07-04 12:17:32.081,111,16.3,24.7,37.5,41.8
2024-07-04 12:47:32.372,111,16.3,24.7,37.5,41.7
2024-07-04 13:17:32.334,111,16.3,24.7,37.5,41.7
2024-07-04 13:47:32.289,111,16.3,24.7,37.5,41.7
2024-07-04 14:17:32.230,111,16.3,24.7,37.5,41.7
2024-07-04 14:47:32.198,111,16.3,24.7,37.5,41.7
2024-07-04 15:17:32.163,111,16.3,24.7,37.5,41.8
2024-07-04 15:47:32.122,111,16.4,24.7,37.5,41.8
2024-07-04 16:17:32.105,111,16.4,24.7,37.5,41.7
2024-07-04 16:47:32.072,111,16.5,24.7,37.5,41.7
2024-07-04 17:17:32.004,111,16.5,24.7,37.5,41.7
2024-07-04 17:47:31.823,111,,,,
2024-07-04 18:47:31.898,111,16.5,24.6,37.5,41.7
2024-07-04 19:17:31.440,111,16.5,24.6,37.4,41.7
2024-07-04 19:47:31.666,111,,,,
2024-07-04 20:17:31.617,111,16.4,24.6,37.4,41.7
2024-07-04 20:47:31.618,111,,,,
2024-07-04 22:17:31.605,111,16.4,24.6,37.4,41.7
2024-07-04 22:47:31.598,111,16.4,24.6,37.4,41.7
